"Vorname";"Nachname";"Jahrgang";"Partei";"Wahlkreis";"Bundesland";"Listenplatz";
"Franz";"Jansen";1935;;202;;;
"Cornelius Heinrich";"Janßen";1965;"FDP";154;"Sachsen";9;
"Jan";"Janssen";1971;;9;;;
"Michael";"Janssen";1985;"NPD";111;;;
"Richard";"Janus";1970;"GRÜNE";190;"Thüringen";7;
"Hans-Werner";"Jarmer";1958;"ZENTRUM";1;;;
"Thomas";"Jarzombek";1973;"CDU";107;"Nordrhein-Westfalen";44;
"Erich";"Jaschkowski";1952;;74;;;
"Dr. Dieter";"Jasper";1962;"CDU";129;"Nordrhein-Westfalen";39;
"Dorothea";"Jauernig";1938;"MLPD";261;"Baden-Württemberg";8;
"Jochen";"Jehle";1968;"SPD";293;"Baden-Württemberg";33;
"Ursula";"Jelpke";1951;"DIE LINKE";144;"Nordrhein-Westfalen";2;
"Reiner";"Jenkel";1950;"DIE LINKE";131;;;
"Kai";"Jennerjahn";1983;"Tierschutz";;"Berlin";5;
"Karina Annemarie";"Jens";1958;"CDU";;"Mecklenburg-Vorpommern";10;
"Dr. Nils";"Jensen";1975;"ödp";;"Hamburg";9;
"Jens";"Jenssen";1979;"SPD";;"Rheinland-Pfalz";29;
"Anneliese";"Jenter";1953;"SPD";294;"Baden-Württemberg";32;
"Thomas";"Jepsen";1973;"CDU";;"Schleswig-Holstein";19;
"Marieluise";"Jeschke";1935;"REP";;"Berlin";2;
"Elke";"Jesinghausen";1955;"CDU";;"Hessen";43;
"Heinz-Werner";"Jezewski";1958;"DIE LINKE";1;"Schleswig-Holstein";6;
"Dr. Lukrezia Luise";"Jochimsen";1936;"DIE LINKE";;"Thüringen";2;
"Mathias";"Jochum";1981;"CDU";;"Saarland";20;
"Bruno";"Jöbkes";1967;"GRÜNE";113;;;
"Wolfgang";"Jöckle";1950;"ödp";;"Rheinland-Pfalz";5;
"Sven Wolfgang";"Jörns";1970;"PIRATEN";;"Schleswig-Holstein";4;
"Silke";"Johanning-Sturm";1976;"CDU";;"Niedersachsen";45;
"Norbert";"Johannpötter";1972;"ödp";;"Nordrhein-Westfalen";11;
"Gisela";"Johlke";1945;"GRÜNE";90;;;
"Robin";"John";1976;"FDP";163;;;
"Rüdiger";"John";1977;"ödp";;"Rheinland-Pfalz";16;
"Siegmar";"John";1939;"BüSo";158;"Sachsen";11;
"Arnold Peter";"Joosten";1982;"SPD";;"Rheinland-Pfalz";16;
"Dr. Hans-Heinrich";"Jordan";1948;"CDU";67;"Sachsen-Anhalt";5;
"Ingrid";"Jost";1948;"DIE LINKE";;"Nordrhein-Westfalen";27;
"Dr. Ingo";"Juchler";1962;"SPD";272;;;
"Ludwig";"Jürgens";1942;"SPD";;"Niedersachsen";51;
"Dr. Egon";"Jüttner";1942;"CDU";275;"Baden-Württemberg";14;
"Johannes";"Jüttner";1966;"REP";;"Bayern";5;
"Gert";"Julius";1936;"DKP";;"Berlin";8;
"Jörg";"Juner";1967;"SPD";;"Rheinland-Pfalz";26;
"Andreas";"Jung";1975;"CDU";287;;;
"Dr. Franz Josef";"Jung";1949;"CDU";184;"Hessen";1;
"Gabriele";"Jung";1965;"GRÜNE";;"Saarland";4;
"Johannes";"Jung";1967;"SPD";271;"Baden-Württemberg";19;
"Manuela";"Jung";1960;"Tierschutz";;"Niedersachsen";3;
"Sabine";"Jung";1960;"SPD";;"Saarland";8;
"Walter";"Jung";1950;"FDP";202;"Rheinland-Pfalz";14;
"Xaver";"Jung";1962;"CDU";210;"Rheinland-Pfalz";14;
"Jörg";"Jungmann";1952;"DIE LINKE";179;"Hessen";6;
"Franziska";"Junker";1963;"DIE LINKE";26;"Niedersachsen";26;
"Luzian Bernd";"Junkereit";1969;"DIE LINKE";135;;;
"Josip";"Juratovic";1959;"SPD";267;"Baden-Württemberg";15;
"Dirk";"Just";1973;"GRÜNE";210;;;
"Jens";"Kabisch";1984;"SPD";152;"Sachsen";11;
"Oliver";"Kaczmarek";1970;"SPD";145;"Nordrhein-Westfalen";48;
"Arne";"Kaehne";1977;"NPD";2;;;
"Gabriele";"Kaenders";1951;"DIE LINKE";;"Nordrhein-Westfalen";25;
"Martina";"Kaesbach";1964;"FDP";;"Hamburg";4;
"Alexander";"Kästner";1975;"CDU";197;"Thüringen";8;
"Toni";"Kästner";1985;"BüSo";161;"Sachsen";2;
"Dr. Hartmut Herrmann";"Kahl";1981;"GRÜNE";165;"Sachsen";4;
"Michèle";"Kahl";1985;"GRÜNE";;"Niedersachsen";15;
"Yazgülü";"Kahraman-Meister";1962;"MLPD";;"Nordrhein-Westfalen";4;
"Johannes";"Kahrs";1963;"SPD";19;;;
"Werner";"Kainz";1963;"VIOLETTEN";;"Bayern";6;
"Brigitte Ottilie";"Kaiser";1944;"RRP";29;"Niedersachsen";8;
"Christa";"Kaiser";1953;"BüSo";220;"Bayern";2;
"Gerhard";"Kaiser";1954;"SPD";;"Hessen";40;
"Manfred";"Kaiser";1968;"ödp";;"Thüringen";8;
"Peter";"Kaiser";1971;"FDP";;"Rheinland-Pfalz";22;
"Sandra";"Kaiser";1974;"ödp";;"Thüringen";10;
"Bartholomäus";"Kalb";1949;"CSU";227;;;
"Artur";"Kalka";1969;"Tierschutz";;"Berlin";1;
"Patrick";"Kallweit";1985;"NPD";53;"Niedersachsen";4;
"Uwe";"Kallweit";1955;"NPD";46;;;
"Dr. Helmut";"Kaltenhauser";1961;"FDP";247;"Bayern";22;
"Norman";"Kalteyer";1965;"DIE LINKE";184;;;
"Uwe";"Kaltschmid";1956;"Volksabst.";;"Baden-Württemberg";7;
"Ali";"Kamburoglu";1958;;76;;;
"Maren";"Kaminski";1979;"DIE LINKE";40;;;
"Hans-Werner";"Kammer";1948;"CDU";27;"Niedersachsen";13;
"Jürgen";"Kammer";1962;"PIRATEN";;"Saarland";4;
"Rochus";"Kammer";1956;"FDP";;"Bayern";33;
"Günther";"Kammerer";1963;"FDP";230;"Bayern";46;
"Heiner";"Kamp";1964;"FDP";132;"Nordrhein-Westfalen";19;
"Steffen";"Kampeter";1963;"CDU";135;"Nordrhein-Westfalen";8;
"Steffen";"Kanitz";1984;"CDU";143;"Nordrhein-Westfalen";52;
"Olcay";"Kanmaz";1957;"DIE LINKE";198;;;
"Harald";"Kanneder";1965;;231;;;
"Ahmet";"Kansiz";1963;;185;;;
"Helena";"Kapp";1951;"CDU";;"Baden-Württemberg";29;
"Thomas";"Karcher";1978;;219;;;
"Alois";"Karl";1950;"CSU";232;;;
"Andreas";"Karl";1963;"NPD";74;"Sachsen-Anhalt";4;
"Ilja Bertold";"Karpowski";1981;"BüSo";97;"Nordrhein-Westfalen";6;
"Dr. Detleff";"Karstens";1941;"PBC";52;;;
"Stefan";"Karstens";1981;"DIE LINKE";4;;;
"Andreas";"Kaschke";1967;"NPD";97;;;
"Heidi";"Kaschner";1955;"DIE LINKE";;"Bayern";19;
"Suat";"Kasem";1988;"PIRATEN";233;;;
"Jacqueline";"Kasper";1978;"NPD";123;;;
"Bernhard Nikolaus";"Kaster";1957;"CDU";204;"Rheinland-Pfalz";3;
"Susanne";"Kastner";1946;"SPD";248;"Bayern";2;
"Ilse";"Kather";1948;"MLPD";;"Berlin";4;
"Michael";"Kauch";1967;"FDP";143;"Nordrhein-Westfalen";10;
"Siegfried";"Kauder";1950;"CDU";286;;;
"Volker";"Kauder";1949;"CDU";285;"Baden-Württemberg";3;
"Johanna";"Kaufmann";1940;"ödp";263;;;
"Dr. Stefan";"Kaufmann";1969;"CDU";258;;;
"Thomas";"Kauper";1960;"PBC";;"Bayern";7;
"Titus-Ivo";"Kaute";1952;;79;;;
"Uwe Adolf Otto";"Kekeritz";1953;"GRÜNE";243;"Bayern";10;
"Ulrich";"Kelber";1968;"SPD";97;"Nordrhein-Westfalen";16;
"Christian";"Keller";1976;"SPD";;"Niedersachsen";59;
"Hartmut";"Keller";1941;"RENTNER";;"Schleswig-Holstein";1;
"Thomas";"Keller";1959;"FDP";50;"Niedersachsen";24;
"Hans-Jürgen";"Kemmerle";1953;"DIE LINKE";265;"Baden-Württemberg";20;
"Ulrike";"Kepper-Grämer";1956;"FDP";;"Hessen";37;
"Jens";"Keppler";1966;"NPD";284;;;
"Michael";"Kerber";1978;"NPD";285;;;
"Daniel";"Kern";1983;"CDU";;"Rheinland-Pfalz";34;
"Bärbel";"Kersken";1964;"MLPD";;"Thüringen";7;
"Gerd";"Kersting";1956;"ödp";;"Nordrhein-Westfalen";1;
"Sieglinde";"Kersting";1957;"ödp";;"Nordrhein-Westfalen";5;
"Ulrike Josefine";"Kessing";1965;"GRÜNE";102;;;
"Ilko";"Keßler";1971;"SPD";157;"Sachsen";12;
"Achim Robert";"Keßler-Binder";1938;"DIE VIOLETTEN";10;;;
"Thomas";"Kestler";1975;"GRÜNE";241;;;
"Katja";"Keul";1969;"GRÜNE";41;"Niedersachsen";5;
"Nader";"Khalil";1968;"CDU";;"Berlin";13;
"Susanne";"Kieckbusch";1961;"GRÜNE";295;"Baden-Württemberg";19;
"Dr. Reinhold";"Kiehl";1947;;234;;;
"Franz Xaver";"Kieninger";1964;"REP";;"Bayern";11;
"Dr. Cornelia";"Kienzer";1957;"Freie Union";222;;;
"Roderich";"Kiesewetter";1963;"CDU";270;;;
"Thomas";"Kik";1965;"REP";;"Nordrhein-Westfalen";10;
"Memet";"Kilic";1967;"GRÜNE";279;"Baden-Württemberg";10;
"Lutz";"Kind";1961;;12;;;
"Ralf";"Kindelmann";1976;"CSU";;"Bayern";51;
"Sven-Christian";"Kindler";1985;"GRÜNE";36;"Niedersachsen";6;
"Anja";"Kindo";1966;"DIE LINKE";27;"Niedersachsen";24;
"Katja";"Kipping";1978;"DIE LINKE";160;"Sachsen";1;
"Andreas";"Kirchgeßner";1959;"DIE LINKE";284;"Baden-Württemberg";14;
"Dr. Josef";"Kirchmann";1946;"BP";256;"Bayern";4;
"Bruno Josef";"Kirchner";1953;"NPD";102;;;
"Gertrud";"Kirf";1957;"SPD";;"Saarland";23;
"Martina";"Kirsch";1973;"FDP";;"Saarland";10;
"Frank";"Kirstan";1965;"SPD";;"Berlin";11;
"Hakan";"Kisa";1975;"GRÜNE";;"Bayern";24;
"Thomas";"Kistermann";1970;"MLPD";;"Nordrhein-Westfalen";13;
"Stefan";"Kisters";1966;"GRÜNE";214;;;
"Manfred";"Kitzberger";1959;"REP";;"Bayern";7;
"Eckart Peter Hans";"Klaeden von";1965;"CDU";49;"Niedersachsen";2;
"Simon";"Klages";1969;"PIRATEN";;"Hessen";2;
"Olaf";"Klampe";1955;"FDP";7;"Schleswig-Holstein";10;
"Ewa";"Klamt";1950;"CDU";46;"Niedersachsen";15;
"Guido";"Klamt";1970;"ödp";265;;;
"Olaf";"Klanke";1967;"NPD";42;;;
"Wolfgang";"Klare";1966;"FDP";138;"Nordrhein-Westfalen";58;
"Andreas";"Klaschka";1958;"FDP";189;"Thüringen";5;
"Anne";"Klatt";1982;"GRÜNE";16;"Mecklenburg-Vorpommern";5;
"Helmut";"Klaus";1949;"REP";;"Bayern";17;
"Werner";"Klawun";1942;"NPD";27;;;
"Anne Käthe";"Kleffel";1951;"MLPD";;"Niedersachsen";2;
"Kurt-Peter";"Kleffel";1953;"MLPD";42;"Niedersachsen";6;
"Christian";"Kleiminger";1965;"SPD";14;;;
"Achim";"Klein";1952;"ödp";17;;;
"Martin";"Klein";1959;"DIE LINKE";205;;;
"Rosalinde";"Klein";1941;"CM";;"Bayern";1;
"Volkmar";"Klein";1960;"CDU";149;"Nordrhein-Westfalen";32;
"Maria Anna";"Klein-Schmeink";1958;"GRÜNE";130;"Nordrhein-Westfalen";11;
"Thea";"Kleinert";1966;"DIE LINKE";;"Bremen";3;
"Renate";"Kleinfeld";1952;"SPD";;"Hamburg";8;
"Dr. Peter";"Kleinmann";1956;"CDU";;"Saarland";8;
"Alexander";"Kleist";1984;"FDP";;"Saarland";9;
"Horst Karl Hermann";"Klemke";1937;"RENTNER";;"Nordrhein-Westfalen";12;
"Jan";"Klemkow";1988;"PIRATEN";;"Mecklenburg-Vorpommern";3;
"Heidrich Torwald";"Klenhart";1975;"NPD";232;"Bayern";10;
"Thomas";"Kleppe";1962;"PBC";;"Bremen";3;
"Jürgen";"Klimke";1948;"CDU";23;"Hamburg";2;
"Lars";"Klingbeil";1978;"SPD";36;"Niedersachsen";7;
"Marcel";"Klinge";1980;"FDP";286;"Baden-Württemberg";29;
"Harald";"Klingenberg";1950;"Freie Union";66;;;
"Wolfgang";"Klinger";1961;"DIE LINKE";115;;;
"Andreas";"Klingner";1961;;156;;;
"Peter";"Klis";1956;;174;;;
"Hubert";"Klodt";1951;"FDP";129;"Nordrhein-Westfalen";25;
"Julia";"Klöckner";1972;"CDU";202;"Rheinland-Pfalz";6;
"Hans-Ulrich";"Klose";1937;"SPD";24;;;
"Dr. Michael";"Klotzbücher";1951;"FDP";288;"Baden-Württemberg";22;
"Mario";"Klotzsche";1977;"FDP";175;"Hessen";21;
"Astrid";"Klug";1968;"SPD";299;"Saarland";3;
"Christoph Augustinus";"Klug";1950;"MLPD";;"Nordrhein-Westfalen";27;
"Hans-Robert";"Klug";1972;"NPD";199;;;
"Andy";"Knape";1986;"NPD";67;;;
"Adolf";"Knapp";1952;"DIE LINKE";178;;;
"Martin";"Knauber";1963;"FDP";112;"Nordrhein-Westfalen";54;
"Detlef";"Knauer";1958;"GRÜNE";44;;;
"Daniel";"Knebel";1984;"NPD";180;"Hessen";4;
"Peter Erich";"Knitsch";1960;"GRÜNE";105;;;
"Matthias";"Knoche";1961;"GRÜNE";172;"Hessen";8;
"Monika";"Knoche";1954;"DIE LINKE";159;"Sachsen";9;
"Rolf Bernhard";"Knocke";1953;"DIE LINKE";;"Nordrhein-Westfalen";33;
"Sieglinde";"Knöchner";1953;"DIE LINKE";224;"Bayern";13;
"Axel";"Knoerig";1967;"CDU";34;"Niedersachsen";26;
"Dr. Per";"Knöß";1977;"FDP";204;;;
"Carmen";"Knollmann";1956;"CDU";139;"Nordrhein-Westfalen";37;
"Dr. Lutz";"Knopek";1958;"FDP";54;"Niedersachsen";9;
"Thorsten";"Knott";1974;"FDP";99;"Nordrhein-Westfalen";29;
"Frank";"Knuffke";1965;"NPD";;"Brandenburg";11;
"Gerd";"Kobe";1948;"REP";;"Baden-Württemberg";13;
"Pascal";"Kober";1971;"FDP";289;"Baden-Württemberg";13;
"Christian";"Koch";1971;"PIRATEN";;"Niedersachsen";2;
"Harald";"Koch";1954;"DIE LINKE";75;"Sachsen-Anhalt";6;
"Helga";"Koch";1956;"SPD";241;"Bayern";20;
"Torsten";"Koch";1967;"GRÜNE";52;;;
"Ute Maria Christine";"Koczy";1961;"GRÜNE";136;"Nordrhein-Westfalen";7;
"Heiko";"Köhler";1974;"NPD";265;;;
"Dr. Kristina";"Köhler";1977;"CDU";179;"Hessen";8;
"Renate Erna";"Köhler";1938;"DVU";;"Schleswig-Holstein";1;
"Ulrich-Günther";"Koehler";1954;"FDP";70;;;
"Werner";"Köhler";1955;"GRÜNE";29;"Niedersachsen";16;
"Annette";"Köhn";1976;;83;;;
"Christian";"Kölle";1952;"MLPD";;"Hamburg";6;
"Marion Monika Ingrid";"Köllner";1952;"DIE LINKE";;"Niedersachsen";16;
"Werner";"Köllner";1954;"DKP";;"Berlin";7;
"Josef";"König";1966;"FDP";;"Bayern";47;
"Roland";"König";1966;"FDP";296;"Saarland";3;
"Ulrich";"König";1981;"PIRATEN";;"Schleswig-Holstein";3;
"Thomas";"Koenigs";1944;"GRÜNE";174;"Hessen";4;
"Hellmut Georg Richard";"Königshaus";1950;"FDP";85;"Berlin";3;
"Wolf-Dieter";"Könnecke";1966;;55;;;
"Christian";"Köpp";1986;"GRÜNE";278;;;
"Daniel";"Köppen";1984;"BüSo";77;"Berlin";4;
"Jens";"Koeppen";1962;"CDU";58;"Brandenburg";4;
"Sebastian";"Körber";1980;"FDP";236;"Bayern";9;
"Julia";"Koerlin";1954;"SPD";;"Hessen";32;
"Georg";"Körndl";1958;"BüSo";;"Bayern";16;
"Frank";"Körner";1962;"NPD";171;;;
"Steve";"Körner";1979;"PBC";167;;;
"Fritz Rudolf";"Körper";1954;"SPD";202;"Rheinland-Pfalz";5;
"Anton";"Köschinger";1961;"DVU";;"Hessen";2;
"Hamiyet";"Köse";1960;"DIE LINKE";;"Hamburg";7;
"Michael";"Koesling";1976;"FAMILIE";111;"Nordrhein-Westfalen";9;
"Stefan";"Köster";1973;"NPD";12;;;
"Hans Henning";"Köster-Sollwedel";1949;"DIE LINKE";172;"Hessen";8;
"Andrea";"Kötter";1964;"SPD";;"Niedersachsen";58;
"Anja";"Kofbinger";1960;"GRÜNE";83;"Berlin";5;
"Dr. Bärbel";"Kofler";1967;"SPD";225;"Bayern";16;
"Hauke";"Koglin";1988;"NPD";;"Bremen";5;
"Horst";"Kohl";1944;"PBC";;"Bayern";11;
"Hans August";"Kohle";1935;"CDU";;"Baden-Württemberg";55;
"Sascha";"Kohlmann";1975;"CDU";;"Rheinland-Pfalz";27;
"Manuela";"Kokott";1968;"NPD";66;"Brandenburg";3;
"Mirco";"Kolarczik";1984;"DIE LINKE";294;;;
"Christian";"Kolb";1966;"GRÜNE";177;"Hessen";20;
"Dr. Heinrich Leonhard";"Kolb";1956;"FDP";187;"Hessen";3;
"Michael";"Kolb";1974;"CDU";;"Baden-Württemberg";33;
"Anja";"Kolbe";1980;"FDP";192;"Thüringen";3;
"Daniela";"Kolbe";1980;"SPD";153;"Sachsen";4;
"Manfred Lothar";"Kolbe";1953;"CDU";152;;;
"Alexander Ludwig";"Kolbeck";1965;"FAMILIE";;"Bayern";1;
"Dagmar Marie";"Kolkmann-Lutz";1953;"MLPD";;"Sachsen";4;
"Ingo";"Kolmorgen";1972;"GRÜNE";109;;;
"Cindy";"Kolter";1973;"DIE LINKE";94;"Nordrhein-Westfalen";28;
"Dr. Fred";"Konrad";1961;"GRÜNE";211;"Rheinland-Pfalz";4;
"Torsten";"Koplin";1962;"DIE LINKE";18;"Mecklenburg-Vorpommern";5;
"Gudrun";"Kopp";1950;"FDP";136;"Nordrhein-Westfalen";5;
"Walter Ernst Wolfgang";"Koppe";1957;"DIE LINKE";214;;;
"Jürgen";"Koppelin";1945;"FDP";3;"Schleswig-Holstein";1;
"Eva";"Korcian";1990;"BP";;"Bayern";27;
"Henrik";"Kordes";1948;"MLPD";;"Hessen";3;
"Patrick Alexander";"Korfmann";1980;"REP";230;;;
"Ina";"Korntreff";1967;"MLPD";72;"Sachsen-Anhalt";2;
"Stefanie";"Korntreff";1986;"MLPD";;"Thüringen";2;
"Jan";"Korte";1977;"DIE LINKE";72;"Sachsen-Anhalt";2;
"Prof. Dr. Niels";"Korte";1969;"CDU";85;"Berlin";12;
"Karin";"Kortmann";1959;"SPD";108;"Nordrhein-Westfalen";24;
"Dietmar";"Koschmieder";1955;"DKP";;"Berlin";13;
"Dr. Rolf";"Koschorrek";1956;"CDU";3;"Schleswig-Holstein";8;
"Hartmut";"Koschyk";1959;"CSU";237;;;
"Margot";"Kosmanek";1933;"CDU";;"Baden-Württemberg";45;
"Heiko";"Kosow";1947;"GRÜNE";148;;;
"Thoralf";"Koß";1964;"GRÜNE";156;;;
"Dr. Volker";"Koß";1949;"GRÜNE";11;;;
"Philip";"Kossack";1989;"GRÜNE";31;;;
"Thomas";"Kossendey";1948;"CDU";28;"Niedersachsen";5;
"Sylvia";"Kotting-Uhl";1952;"GRÜNE";271;"Baden-Württemberg";3;
"Emanuel";"Kotzian";1972;"PIRATEN";244;;;
"Kordula";"Kovac";1957;"CDU";;"Baden-Württemberg";12;
"Stephan-Gerhard";"Koziolek";1968;"DIE LINKE";;"Niedersachsen";19;
"Stefan";"Krabbes";1987;"GRÜNE";71;;;
"Martin";"Krämer";1986;"NPD";266;;;
"Ulrike";"Kraemer-Schwinn";1956;"DIE VIOLETTEN";97;;;
"Ursula";"Kraft";1953;"CDU";;"Hessen";23;
"Volker";"Kraft";1953;"MLPD";259;"Baden-Württemberg";3;
"Günter";"Krafzik";1934;"PBC";;"Bayern";4;
"Benjamin Manuel";"Kramer";1978;"FDP";188;"Hessen";11;
"Klaus-Dieter";"Kramer";1944;;166;;;
"Rolf";"Kramer";1949;"SPD";34;"Niedersachsen";18;
"Erich";"Krames";1934;"NPD";201;"Rheinland-Pfalz";7;
"Anette";"Kramme";1967;"SPD";237;"Bayern";12;
"Ernst";"Kranz";1950;"SPD";190;"Thüringen";5;
"Matthias";"Kraume";1982;"BüSo";121;"Nordrhein-Westfalen";4;
"Brian";"Krause";1972;"GRÜNE";270;;;
"Dr. Dietrich-Eckard";"Krause";1941;"FDP";18;"Mecklenburg-Vorpommern";7;
"Hendrik";"Krause";1987;"PIRATEN";;"Mecklenburg-Vorpommern";2;
"Johannes";"Krause";1958;"SPD";73;"Sachsen-Anhalt";5;
"Ludwig";"Krause";1938;"CM";;"Bayern";9;
"Rainer Eckehard";"Krause";1946;"FDP";151;"Nordrhein-Westfalen";60;
"Steffen";"Krause";1976;"DVU";;"Bremen";2;
"Arthur Wolfram";"Krauß";1947;;196;;;
"Reiner";"Krauß";1950;"PBC";;"Rheinland-Pfalz";3;
"Tanja";"Krauth";1968;"DIE LINKE";202;;;
"Jörg";"Krebs";1975;"NPD";183;"Hessen";1;
"Matthias";"Kreh";1980;"SPD";;"Hessen";19;
"Alexander F.";"Kreidemann";1959;"NPD";256;;;
"Horst";"Kreil";1938;"BüSo";79;"Berlin";7;
"Andreas";"Krell";1955;"ödp";;"Rheinland-Pfalz";9;
"Jutta";"Krellmann";1956;"DIE LINKE";47;"Niedersachsen";5;
"Marc-Benedict";"Kremer";1973;"NPD";100;;;
"Nicolette";"Kressl";1958;"SPD";273;"Baden-Württemberg";3;
"Holger";"Krestel";1955;"FDP";82;"Berlin";4;
"Michael";"Kretschmer";1975;"CDU";158;;;
"Gunter";"Kretzschmann";1951;"NPD";112;;;
"Gunther";"Krichbaum";1964;"CDU";279;;;
"Hermann-Josef";"Krichel-Mäurer";1962;"SPD";110;"Nordrhein-Westfalen";40;
"Frank Hartmut";"Krien";1956;"NPD";167;"Sachsen";4;
"Dr. Günter";"Krings";1969;"CDU";110;"Nordrhein-Westfalen";31;
"Oliver";"Krischer";1969;"GRÜNE";91;"Nordrhein-Westfalen";8;
"Stefan";"Krix";1966;"ödp";126;;;
"Walter";"Krögner";1963;"SPD";;"Baden-Württemberg";36;
"Manfred";"Krönauer";1974;"FDP";;"Bayern";16;
"Dr. Martina";"Krogmann";1964;"CDU";31;"Niedersachsen";3;
"Daniela";"Kroll";1971;"FWD";;"Brandenburg";6;
"Dorothee";"Kroll";1955;"GRÜNE";93;"Nordrhein-Westfalen";29;
"Kilian";"Kronimus";1965;"ödp";;"Baden-Württemberg";4;
"Katarzyna Dorota";"Kruczkowski";1979;"BüSo";120;"Nordrhein-Westfalen";1;
"Dr. Hans-Ulrich";"Krüger";1952;"SPD";114;"Nordrhein-Westfalen";36;
"Jürgen";"Krüger";1964;"REP";;"Nordrhein-Westfalen";12;
"Lasse";"Krüger";1989;"NPD";;"Niedersachsen";8;
"Mario";"Krüger";1970;"PBC";;"Bayern";8;
"Angelika";"Krüger-Leißner";1951;"SPD";59;"Brandenburg";6;
"Daniel";"Krug";1981;"NPD";114;;;
"Dr. Michael";"Krug";1960;"FDP";;"Hessen";36;
"Alois";"Krumbachner";1953;"BüSo";225;"Bayern";17;
"Agnes";"Krumwiede";1977;"GRÜNE";217;"Bayern";9;
"Holger Karsten";"Krupp";1982;"FDP";;"Bremen";5;
"Michael";"Kruse";1985;"PIRATEN";;"Schleswig-Holstein";6;
"Rüdiger";"Kruse";1961;"CDU";21;"Hamburg";4;
"Stefan";"Krutten";1960;"SPD";;"Saarland";17;
"Walter";"Kubach";1955;"DIE LINKE";266;;;
"Klaus";"Kubacki";1936;"DKP";;"Berlin";15;
"Stefan";"Kubat";1974;"FDP";;"Hamburg";12;
"Christian";"Kubisch";1974;"PIRATEN";246;;;
"Jürgen";"Kucharczyk";1957;"SPD";104;"Nordrhein-Westfalen";30;
"Hartwin";"Kuchler";1945;"BP";;"Bayern";5;
"Hans-Werner";"Kuchta";1954;"PBC";282;;;
"Bettina Irene";"Kudla";1962;"CDU";153;;;
"Thurid";"Küber";1980;"SPD";30;"Niedersachsen";29;
"Stephan";"Kühn";1979;"GRÜNE";161;"Sachsen";2;
"Helga";"Kühn-Mengel";1947;"SPD";93;"Nordrhein-Westfalen";19;
"Steffen";"Kühne";1981;"DIE LINKE";63;"Brandenburg";8;
"Hans-Gerd Lutz";"Kühnel";1953;"MLPD";;"Nordrhein-Westfalen";17;
"Marcus";"Kührt";1983;"BüSo";160;"Sachsen";1;
"Heinz Hans Hermann";"Kühsel";1949;"DIE LINKE";36;"Niedersachsen";33;
"Renate";"Künast";1955;"GRÜNE";82;"Berlin";1;
"Jutta Maria Irene";"Künstle";1939;"PBC";;"Bayern";13;
"Dr. Hermann";"Kues";1949;"CDU";32;"Niedersachsen";4;
"Jörg-Friedrich";"Küster";1964;"DIE LINKE";32;"Niedersachsen";17;
"Max";"Kuhlmann";1985;"VIOLETTEN";;"Berlin";5;
"Dr. Arnd";"Kuhn";1957;"GRÜNE";99;"Nordrhein-Westfalen";26;
"Fritz";"Kuhn";1955;"GRÜNE";274;"Baden-Württemberg";2;
"Klaus Dieter Kurt";"Kuhn";1955;"DVU";;"Brandenburg";1;
"Rudolf";"Kujath";1942;"SPD";86;"Berlin";10;
"Ute";"Kumpf";1947;"SPD";259;"Baden-Württemberg";7;
"Katrin";"Kunert";1964;"DIE LINKE";67;"Sachsen-Anhalt";3;
"Willibert";"Kunkel";1950;"NPD";89;"Nordrhein-Westfalen";8;
"Cornelia";"Kunkis-Becker";1960;"GRÜNE";286;;;
"Ernst Jakob";"Kuntz";1949;"DIE LINKE";212;;;
"Christian";"Kunz";1978;"DIE LINKE";;"Sachsen-Anhalt";10;
"Viktor";"Kunz";1979;;209;;;
"Bayram";"Kurnaz";1969;;54;;;
"Günter";"Kursawe";1959;"NPD";238;;;
"Wolfgang Wilhelm";"Kurtenbach";1940;"RRP";;"Nordrhein-Westfalen";1;
"Markus";"Kurth";1966;"GRÜNE";143;"Nordrhein-Westfalen";6;
"Patrick";"Kurth";1976;"FDP";191;"Thüringen";1;
"Undine";"Kurth";1951;"GRÜNE";69;"Sachsen-Anhalt";1;
"Matthias";"Kurz";1984;"PIRATEN";;"Saarland";3;
"Dietmar";"Kuschke";1967;"DIE LINKE";231;;;
"Monika";"Kuske";1957;"MLPD";;"Sachsen-Anhalt";1;
"Rolf";"Kutzmutz";1947;"DIE LINKE";62;;;
"Benedikt";"Laame";1984;"FDP";;"Nordrhein-Westfalen";48;
"Sebastian";"Laaser";1981;"SPD";;"Nordrhein-Westfalen";68;
"Claire";"Labigne";1950;"GRÜNE";;"Hessen";25;
"Christa";"Labouvie";1956;"GRÜNE";;"Mecklenburg-Vorpommern";3;
"Carsten";"Labudda";1975;"DIE LINKE";274;;;
"Günter";"Lach";1954;"CDU";52;"Niedersachsen";27;
"Daniel";"Lachmann";1980;"NPD";177;"Hessen";3;
"Peter Christian Harri";"Lachmann";1941;"RRP";222;"Bayern";4;
"Richard";"Ladewig";1966;"FDP";220;"Bayern";34;
"Andreas Gottfried";"Lämmel";1959;"CDU";160;"Sachsen";8;
"Uwe";"Lämmel";1959;"GRÜNE";135;;;
"Rosemarie";"Lämmer";1954;"REP";;"Hessen";1;
"Jean Dominique";"Länge";1974;"ödp";;"Baden-Württemberg";7;
"Mike";"Lätzsch";1967;"DIE LINKE";;"Sachsen";14;
"Oskar";"Lafontaine";1943;"DIE LINKE";;"Saarland";1;
"Erhard";"Lahni";1965;"FAMILIE";;"Bayern";11;
